,sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,orientacion,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio
663,PJS,,PAJONALES,Ambalema,Tolima,Aeródromo,4.7644,-74.8287,ORGANIZACIÓN PAJONALES S.A.,ORGANIZACIÓN PAJONALES S.A.,1100.0,15.0,4000.0,,850.0,"  390,000",,,2A,Fumigación,1.0,73,73030
664,PLA,PLA,PLANADAS,Planadas,Tolima,Aeródromo,3.3,-75.7333,MUNICIPIO,EL MISMO,700.0,11.0,5670.0,,3700.0," 3660,000",,,1A,Público,16.0,73,73555
665,PLD,,SAN ISIDRO,Puerto López,Meta,Aeródromo,4.1274,-73.2384,ARMANDO ROMERO PARRA,FARO LTDA.,720.0,10.0,2000.0,,787.0," 2491,000",,2017-06-12,1A,Fumigación,8.0,50,50573
666,PLE,,BELLO HORIZONTE,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50573
667,PLK,,LA ESPERANZA,Puerto Libertador,Córdoba,Aeródromo,,,,,,,,,,,,,,,3.0,23,23580
668,PLL,,PUERTO LLERAS,Puerto Lleras,Meta,Aeródromo,3.2897,-73.3792,MUNICIPIO,MUNICIPIO,940.0,15.0,12202.0,,800.0," 1148,000",,,2C,Público,11.0,50,50577
669,PLN,,PALONEGRO-NORTE,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20013
670,PLO,,PALMASOLA,Puerto López,Meta,Aeródromo,4.1272,-73.0766,AVIAL LTDA,AVIAL LTDA.,900.0,20.0,2000.0,,820.0," 3021,000",,,1A,Fumigación,3.0,50,50573
671,PLP,,PUERTO LOPEZ,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50573
672,PLS,,TOBASIA,Puerto López,Meta,Aeródromo,4.0786,-73.0794,FAGAN S. EN C.,FAGAN S. EN C.,730.0,18.0,2000.0,,175.0," 4316,000",,,1A,Fumigación,15.0,50,50573
673,PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,1067.0,20.0,3500.0,,86.0,"  876,000",1968-03-08,,2A,Aerocivil,298.0,47,47555
674,PMM,,INGENIO MANUELITA,Palmira,Valle del Cauca,Aeródromo,3.5986,-76.306,INGENIO MANUELITA S.A.,ING.MANUELITA - ASOCAÑA,250.0,10.0,500.0,,3366.0," 2960,000",,2015-08-05,1A,Fumigación,2.0,76,76520
675,PMO,,SAN LUIS,Palermo,Huila,Aeródromo,,,,,,,,,,,,,,,1.0,41,41524
676,PNQ,,PINOQUIA,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,,,,6.0,99,99001
677,POL,,POLONIA,Villavieja,Huila,Aeródromo,3.2667,-75.1681,INCORA LTDA,INCORA,700.0,13.0,2000.0,,1350.0,"  697,000",,,1A,Público,,41,41872
678,PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,1910.0,40.0,,,5669.0,"  455,000",1969-05-19,,4C,Aerocivil,17602.0,19,19001
679,PPT,,POTRERITO,Ibagué,Tolima,Aeródromo,4.3261,-75.0785,ARROCERA POTRERITO LASERNA,CRUZ VERDE,600.0,10.0,2000.0,,2460.0," 4508,000",,2015-09-03,1A,Fumigación,8.0,73,73001
680,PQE,,PALANQUERO -GERMAN OLANO,Puerto Salgar,Cundinamarca,Aeródromo,5.4835,-74.6574,FAC,FAC.,2296.0,20.0,,,553.0,,,,4B,Militar,126.0,25,25572
681,PRA,,LA OPIA,Piedras,Tolima,Aeródromo,4.4484,-74.9623,DANIEL GOMEZ TAMAYO,CRUZ VERDE,630.0,10.0,4000.0,,1929.0," 1839,000",,2016-05-03,1A,Fumigación,,73,73547
682,PRB,,LA AURORA,Paratebueno,Cundinamarca,Aeródromo,4.3228,-73.2739,LILIANA CORONADO,SERV.AEREO DEL ORIENTE-SAO,800.0,10.0,2000.0,,941.0,"  391,000",,,1A,Fumigación,1.0,25,25530
683,PRC,,PUERTO RICO,Puerto Rico,Caquetá,Aeródromo,,,,,,,,,,,,,,,27.0,18,18592
684,PRE,,SAN JOSE DE OCUNE,Puerto Carreño,Vichada,Aeródromo,4.0822,-70.2539,CORREGIMIENTO,CORREGIMIENTO,720.0,20.0,5670.0,,400.0," 2989,000",,,1A,Público,1450.0,99,99001
685,PRI,,PRIMERO DE MAYO,Paratebueno,Cundinamarca,Aeródromo,4.3347,-73.1439,SAUL E. OTALORA DAZA,COMERCIALIZADORA ECO,720.0,10.0,2000.0,,709.0,"  250,000",,,1A,Fumigación,1.0,25,25530
686,PRJ,PCC,PUERTO RICO,Puerto Rico,Caquetá,Aeródromo,1.875,-75.1556,MUNICIPIO,MUNICIPIO,948.0,10.0,12202.0,,750.0," 3660,000",,,2A,Público,27.0,18,18592
687,PRL,,NATALIA,Puerto López,Meta,Aeródromo,4.0698,-73.1805,MOLINOS INDUGRANOS,AEROTEC LTDA.,800.0,10.0,2000.0,,715.0," 4945,000",,,1A,Fumigación,,50,50573
688,PRO,,PORORO,Agustín Codazzi,Cesar,Aeródromo,9.935,-73.2687,PALMAS PORORO SAS,PALMAS PORORO SAS,900.0,18.0,6000.0,,328.0,"  276,000",,,1A,Privado,6.0,20,20013
689,PRR,,JIBICI,Cumaribo,Vichada,Aeródromo,4.8897,-68.3582,JORGE E. PINZON K.,JORGE E. PINZON K.,1100.0,15.0,5000.0,,368.0," 5921,000",,2015-11-07,1A,Privado,7.0,99,99773
690,PRT,,PALMARITO,Yopal,Casanare,Aeródromo,,,,,,,,,,,,,,,1.0,85,85001
691,PRU,,ESTELIDA ARIGUANEY,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,,,,1.0,99,99001
692,PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,2177.0,40.0,,,5896.0,"   95,000",1957-04-24,,4C,Aerocivil,23045.0,52,52001
693,PTA,,PALESTINA,Pivijay,Magdalena,Aeródromo,,,,,,,,,,,,,,,1.0,47,47551
694,PTC,,LA VICTORIA,Cumaribo,Vichada,Aeródromo,3.8281,-70.5893,INSPECCION POLICIA,MUNICIPIO,750.0,10.0,2000.0,,426.0," 4087,000",,,1A,Público,1821.0,99,99773
695,PTE,,LA REFORMA,Puerto López,Meta,Aeródromo,4.0625,-73.1483,SOCIEDAD DE ACTIVOS,FARO LTDA.,940.0,10.0,2000.0,,940.0," 5961,000",,,1A,Fumigación,28.0,50,50573
696,PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,1500.0,19.0,,,4221.0," 2090,000",1974-10-22,,2B,Aerocivil,1251.0,41,41551
697,PTO,,PIRIRI,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,,,,30.0,50,50568
698,PTS,,LA ESPERANZA,Puerto Salgar,Cundinamarca,Aeródromo,,,,,,,,,,,,,,,7.0,25,25572
699,PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,850.0,15.0,5670.0,,314.0," 6473,000",2013-11-19,2017-01-09,1A,Privado,242.0,68,68575
700,PTZ,,YATAROS DE MELUA,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50573
701,PUE,,PUERTO RICO,Puerto Rico,Meta,Aeródromo,2.9419,-73.2039,MUNICIPIO,MUNICIPIO,1080.0,15.0,12202.0,,800.0," 4022,000",,,2A,Público,469.0,50,50590
702,PUL,,GAVIOTAS,Fuente de Oro,Meta,Aeródromo,3.4633,-73.6022,MISAEL RODRIGUEZ CASTAÑEDA,FAGA LTDA,720.0,10.0,2000.0,,987.0,"   76,000",,,1A,Fumigación,62.0,50,50287
703,PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,1485.0,25.0,33112.0,,809.0,"  115,000",1965-09-02,,3C,Aerocivil,18730.0,86,86568
704,PVA,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,1050.0,18.0,,,10.0,"  338,000",1969-04-23,,2B,Aerocivil,23333.0,88,88564
705,PVO,,EL ALGODONAL,Pueblo Nuevo,Córdoba,Aeródromo,,,,,,,,,,,,,,,35.0,23,23570
706,PWI,,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,,,,18.0,68,68575
707,PWT,,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,,,,18.0,68,68575
708,PZA,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,1506.0,20.0,29000.0,,878.0," 1591,000",1972-06-06,,2B,Aerocivil,772.0,85,85250
709,PZI,,VENECIA DE LAS GUAMAS,Paz de Ariporo,Casanare,Aeródromo,5.6882,-70.7378,MAURICIO MEDINA NIÑO,MAURICIO MEDINA NIÑO,570.0,15.0,2000.0,,404.0," 5524,000",,2017-12-04,1A,Privado,126.0,85,85250
710,PZR,,CHAPARRITO,Paz de Ariporo,Casanare,Aeródromo,5.56,-71.2172,HERNAN BRAYDI,PERENCO COLOMBIA LIMITED,840.0,25.0,5670.0,,450.0," 5603,000",,,2B,Privado,5697.0,85,85250
711,QPM,,FURATENA,Quípama,Boyacá,Aeródromo,5.5275,-74.1869,MUNICIPIO,MUNICIPIO,860.0,16.0,5670.0,,3850.0,"  390,000",,,2B,Público,150.0,15,15580
712,QQA,,VILLANUEVA,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,,,,2140.0,85,85440
713,RAV,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,1122.0,18.0,12202.0,,336.0,"  343,000",1968-05-03,,3C,Aerocivil,3504.0,81,81220
714,RCH,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,1900.0,30.0,,,43.0,"  187,000",1987-02-02,,4C,Aerocivil,6241.0,44,44001
715,RCN,,RANCHO NARE,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,4.0,50,50573
716,RDN,,RONDON,Arauca,Arauca,Aeródromo,6.2872,-71.1019,AEROCIVIL,MUNICIPIO -COMODATO,1300.0,30.0,12202.0,,480.0," 1261,000",,,2B,Aerocivil,1657.0,81,81001
717,RGR,,RANCHO GRANDE,Ibagué,Tolima,Aeródromo,4.4419,-75.1167,ZORROZA Y SUAREZ LTDA.,CRUZ VERDE,760.0,10.0,2000.0,,2877.0," 4508,000",,2015-09-03,1A,Fumigación,18.0,73,73001
718,RVE,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,800.0,30.0,,,678.0," 4158,000",1983-09-25,,3C,Aerocivil,6315.0,81,81001
719,SAA,,SANTA ANA,Orocué,Casanare,Aeródromo,5.0875,-71.7902,FERNANDO REYES ISAZA Y CIA. S en C,FERNANDO REYES ISAZA Y CIA. S en C,600.0,15.0,3000.0,,538.0," 5962,000",,,1A,Privado,46.0,85,85230
720,SAD,,EL BALSAMO,San Diego,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20750
721,SAM,,SANTANA,Piedras,Tolima,Aeródromo,4.4083,-75.0244,MARIA CASAS MATIZ,CRUZ VERDE,640.0,10.0,2000.0,,2290.0," 1735,000",,,1A,Fumigación,,73,73547
722,SAR,,EL BOSQUE,San Alberto,Cesar,Aeródromo,,,,,,,,,,,,,,,3.0,20,20710
723,SAS,,SAN CARLOS,Maní,Casanare,Aeródromo,5.0096,-72.3237,WILSON GAMEZ M.,AVIOCOL LTDA.,850.0,10.0,3000.0,,991.0," 5187,000",,2016-10-03,1A,Fumigación,,85,85139
724,SBD,,LA MAGDALENA,Sabana de Torres,Santander,Aeródromo,,,,,,,,,,,,,,,414.0,68,68655
725,SBN,,ISCUANDE,Santa Bárbara,Nariño,Aeródromo,2.4483,-77.9813,MUNICIPIO,MUNICIPIO,540.0,15.0,2300.0,,150.0," 1490,000",,,1A,Público,,52,52696
726,SBT,SNT,LAS CRUCES,Sabana de Torres,Santander,Aeródromo,7.3833,-73.5055,MUNICIPIO,MUNICIPIO,1202.0,20.0,12202.0,,459.0," 9409,000",,,2B,Público,2335.0,68,68655
727,SCA,,SUESCUN,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,2.0,50,50680
728,SCG,,EL PRADO,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,4.0,50,50680
729,SCM,,LA CABAÑA,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50680
730,SCS,,SAN CARLOS DEL PLANAS,Santa Rosalía,Vichada,Aeródromo,4.0333,-70.8333,MUNICIPIO,MUNICIPIO,416.0,20.0,2500.0,,400.0," 3660,000",,,1A,Público,7.0,99,99624
731,SCY,,SAN JERONIMO,Flandes,Tolima,Aeródromo,4.1932,-74.8615,ELVIRA PINEDA VERGARA,SANIDAD VEGETAL CRUZ,800.0,10.0,2000.0,,1030.0," 4217,000",,,1A,Fumigación,1.0,73,73275
732,SDA,,SAN AGUSTIN- C.A.,Saldaña,Tolima,Aeródromo,3.9451,-74.9372,NELLY DE ESCOBAR,ERIBERTO ESCOBAR A.,300.0,10.0,600.0,,1017.0," 1442,000",,,UL,Privado,,73,73671
733,SDG,,LA MANSION,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50680
734,SFA,,SANTAFE DE ANTIOQUIA,Santa Fé de Antioquia,Antioquia,Aeródromo,,,,,,,,,,,,,,,61.0,5,5042
735,SFC,,SAN FRANCISCO,Garzón,Huila,Aeródromo,,,,,,,,,,,,,,,3.0,41,41298
736,SFL,,SAN FELIPE,Bugalagrande,Valle del Cauca,Aeródromo,,,,,,,,,,,,,,,18.0,76,76113
737,SGG,,LA FLORIDA,San Carlos de Guaroa,Meta,Aeródromo,3.912,-73.2956,GILBERTO LOPEZ S.,FARO LTDA.,740.0,10.0,2000.0,,771.0," 1579,000",,,1A,Fumigación,2.0,50,50680
738,SGL,,SAN GIL - LOS POZOS,San Gil,Santander,Aeródromo,6.5812,-73.128,MUNICIPIO,MUNICIPIO,1240.0,15.0,5670.0,,5577.0,"  677,000",,,3A,Público,418.0,68,68679
739,SGT,,SAN GERMAN,Natagaima,Tolima,Aeródromo,,,,,,,,,,,,,,,50.0,73,73483
740,SGU,,YAGUARITO,San Carlos de Guaroa,Meta,Aeródromo,3.8817,-73.3403,ACEITES MANUELITA S.A.,ACEITES MANUELITA S.A.,1000.0,14.0,5670.0,,837.0," 4507,000",,,2A,Fumigación,83.0,50,50680
741,SHL,,SANTA HELENA DE UPIA,Villanueva,Casanare,Aeródromo,4.3397,-72.7428,RUBEN A. PINZON GALINDO,ASAM LTDA.,794.0,10.0,2000.0,,462.0," 3095,000",,2013-08-02,1A,Fumigación,54.0,85,85440
742,SIR,,SIRENAS,Yopal,Casanare,Aeródromo,,,,,,,,,,,,,,,190.0,85,85001
743,SIS,,SANTA ISABEL,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,,,,486.0,97,97001
744,SJB,,SAN JUAN DE URABA,San Juan de Urabá,Antioquia,Aeródromo,,,,,,,,,,,,,,,11.0,5,5659
745,SJE,SJE,JORGE E. GONZALEZ T.,San José del Guaviare,Guaviare,Regional,2.5796,-72.6393,GOBERNACION,DEPARTAMENTO,1450.0,20.0,22000.0,,603.0,"  984,000",,,2B,Público,32581.0,95,95001
746,SJM,,SAN JOSE DE MULATOS,Turbo,Antioquia,Aeródromo,8.35,-76.3333,MUNICIPIO,MUNICIPIO,440.0,20.0,1300.0,,300.0," 2989,000",,,1A,Público,1.0,5,5837
747,SJN,,SAN JUAN CR,La Gloria,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20383
748,SJR,,SAN JUAN DE URABA,San Juan de Urabá,Antioquia,Aeródromo,,,,,,,,,,,,,,,11.0,5,5659
749,SJT,,SAN JAVIER,Piedras,Tolima,Aeródromo,4.4014,-75.0681,MELENDEZ Y MELENDEZ LTDA,SANIDAD VEGETAL CRUZ,840.0,10.0,2000.0,,2992.0," 1682,000",,,1A,Fumigación,,73,73547
750,SKGB,,"MARCO FIDEL SUAREZ  ""AFB""",Cali,Valle del Cauca,Aeródromo,3.45689,-76.496514,,,,,,,,,,,,,117.0,76,76001
751,SKTI,,"TOLEMAIDA ""AFB""",Melgar,Tolima,Aeródromo,,,,,,,,,,,,,,,472.0,73,73449
752,SLC,,SABANALARGA,Sabanalarga,Casanare,Aeródromo,,,,,,,,,,,,,,,,85,85300
753,SLI,,LA BRAMADORA,Orocué,Casanare,Aeródromo,5.1914,-71.7439,SILVANA REYES DIAZ,SILVANA REYES DIAZ,520.0,10.0,2000.0,,544.0," 7088,000",,,1A,Privado,2.0,85,85230
755,SLM,,SAN LUIS,Granada,Meta,Aeródromo,,,,,,,,,,,,,,,4.0,50,50313
756,SLO,,YAGUARITO,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,83.0,50,50680
757,SLR,,LOS FERIA GIRON,San Luis,Tolima,Aeródromo,4.2583,-75.0092,GERARDO HERNANDEZ FERIA,EL MISMO,1050.0,15.0,2000.0,,1476.0," 3870,000",,,2A,Privado,,73,73678
758,SLU,,SANTA LUCIA,Ábrego,Norte de Santander,Aeródromo,8.0667,-73.2,INCORA LTDA,INCORA,1000.0,30.0,4000.0,,4502.0,"  842,000",,,2B,Público,1.0,54,54003
760,SLY,,MATENOVILLOS,San Luis de Palenque,Casanare,Aeródromo,5.2103,-71.8508,SANTIAGO CAMILO REYES DIAZ,SANTIAGO CAMILO REYES DIAZ,580.0,15.0,2000.0,,584.0," 6667,000",,,1A,Privado,3.0,85,85325
761,SMA,,AGUAS BLANCAS,San Martín,Cesar,Aeródromo,,,,,,,,,,,,,,,5.0,20,20770
762,SMD,,SABANETA,San Martín,Cesar,Aeródromo,8.0268,-73.5169,ALVARO ESCOBAR SAAVEDRA,ALVARO ESCOBAR SAAVEDRA,1000.0,18.0,5000.0,,318.0," 2494,000",,2017-06-03,1A,Privado,12.0,20,20770
763,SMR,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,1700.0,40.0,,,22.0,"  352,000",1968-05-17,,3C,Aerocivil,45781.0,47,47001
764,SMT,,LA CAPRICHOSA,San Martín,Meta,Aeródromo,,,,,,,,,,,,,,,20.0,50,50689
765,SNF,,SAN FELIPE CA,Orocué,Casanare,Aeródromo,,,,,,,,,,,,,,,3.0,85,85230
766,SNG,,SANTIAGO No.1,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,125.0,85,85139
767,SNL,,HIPILANDIA,San Martín,Cesar,Aeródromo,7.8899,-73.4588,PALMAS DEL CESAR S.A,PALMAS DEL CESAR S.A.,620.0,18.0,4000.0,,311.0,"  122,000",,2018-02-03,1A,Privado,390.0,20,20770
768,SNM,,LA DIVA,Santa Marta,Magdalena,Aeródromo,11.2448,-73.7165,INVERSIONES TIN S.A.S.,ASA S.A.S.,620.0,10.0,2000.0,,5249.0," 5383,000",,2017-11-07,1A,Fumigación,8.0,47,47001
769,SNP,,SAN PABLO,Lorica,Córdoba,Aeródromo,9.0598,-75.7804,PROAGROCOR  S.A.,AEROPENORT LTDA.,650.0,10.0,2000.0,,15.0,"  707,000",,2017-04-08,1A,Fumigación,14.0,23,23417
770,SNR,,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,700.0,15.0,3000.0,,1380.0,"  644,000",1967-06-05,,1A,Aerocivil,181.0,50,50689
771,SNU,,SAN MIGUEL,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,18.0,50,50680
772,SOR,,EL RINCON DE MUCURA,San Onofre,Sucre,Aeródromo,9.7743,-75.6382,INVERSIONES EL RINCON DE MUCURA,INVER. EL RINCON DE MUCURA,900.0,15.0,6400.0,,10.0," 1443,000",,,2A,Privado,36.0,70,70713
773,SOX,SOX,ALBERTO LLERAS CAMARGO,Firavitoba,Boyacá,Regional,5.6765,-72.9698,MUNICIPIO SOGAMOSO,MUNICIPIO SOGAMOSO,1500.0,24.0,,,8149.0,"  102,000",,,3C,Público,224.0,15,15272
774,SPD,,SAN PEDRO DE URABA,San Pedro de Urabá,Antioquia,Aeródromo,8.2898,-76.3748,MUNICIPIO,MUNICIPIO,853.0,14.0,6400.0,,417.0,"  984,000",,,1A,Público,821.0,5,5665
775,SPE,,SAN PEDRO CORAL,Buenavista,Sucre,Aeródromo,,,,,,,,,,,,,,,35.0,70,70110
776,SPO,,SAN PABLO - INCORA,María la Baja,Bolívar,Aeródromo,10.0472,-75.2653,INCORA LTDA,FALAN,720.0,18.0,2000.0,,54.0," 8827,000",,,1B,Público,5.0,13,13442
777,SQE,,SAN LUIS DE PALENQUE,San Luis de Palenque,Casanare,Aeródromo,5.4175,-71.7308,MUNICIPIO,MUNICIPIO,940.0,20.0,12202.0,,700.0," 3660,000",,,1A,Público,1.0,85,85325
778,SRB,,SANTA ROSA DE SIMITI,Simití,Bolívar,Aeródromo,,,,,,,,,,,,,,,3.0,13,13744
779,SRO,SSL,SANTA ROSALIA,Santa Rosalía,Vichada,Aeródromo,5.1337,-70.8718,CORREGIMIENTO,CORREGIMIENTO,800.0,25.0,12202.0,,500.0,"  264,000",,,1A,Público,2018.0,99,99624
780,SRS,SRS,EL ALGARROBO,San Marcos,Sucre,Aeródromo,8.6874,-75.1624,AEROCIVIL,AEROCIVIL,1200.0,136.0,6000.0,,135.0," 3890,000",,,2A,Aerocivil,354.0,70,70708
781,SRT,,LA LOMA,San Martín,Meta,Aeródromo,3.6742,-73.4039,INVERSIONES BOHORQUEZ CASTAÑO E HIJOS,FAGAN S. EN C.,840.0,10.0,2000.0,,852.0," 5185,000",,2016-10-03,1A,Fumigación,6.0,50,50689
782,SRV,,LOS COLONIZADORES,Saravena,Arauca,Aeródromo,,,,,,,,,,,,,,,1472.0,81,81736
783,SSC,,SALA 77,Valledupar,Cesar,Aeródromo,10.3522,-73.3298,ALBERTO MARIO VARGAS,AMA LTDA.,600.0,15.0,2000.0,,381.0," 4444,000",,,1A,Fumigación,1.0,20,20001
784,SSE,,SAN JOSE-EFA,Lérida,Tolima,Aeródromo,,,,,,,,,,,,,,,1.0,73,73408
785,SSL,,FALCON,Saldaña,Tolima,Aeródromo,,,,,,,,,,,,,,,1.0,73,73671
786,STA,,EL EDEN,Santa Ana,Magdalena,Aeródromo,9.5197,-74.3392,JORGE IGNACIO AGUDELO,JORGE I. AGUDELO RESTREPO,840.0,18.0,5700.0,,164.0," 4941,000",,2017-10-01,1A,Privado,8.0,47,47707
787,STB,,SANTA BARBARA,Cumaral,Meta,Aeródromo,,,,,,,,,,,,,,,63.0,50,50226
788,STR,,SANTA RITA DE ITUANGO,Ituango,Antioquia,Aeródromo,7.3348,-75.6137,MUNICIPIO,MUNICIPIO,700.0,15.0,2300.0,,6400.0," 2798,000",,,1B,Público,11.0,5,5361
789,SVI,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,1500.0,26.0,,,875.0,"  141,000",1987-02-02,,3C,Aerocivil,5161.0,18,18753
790,SVT,,SAN VICENTE DE CHUCURI,San Vicente de Chucurí,Santander,Aeródromo,6.9056,-73.4339,MUNICIPIO,MUNICIPIO,540.0,15.0,3000.0,,1784.0," 5854,000",,,1A,Público,974.0,68,68689
791,SXG,,SAN GERARDO,El Cerrito,Valle del Cauca,Aeródromo,3.742,-76.3899,CARLOS ALBERTO ARANGO N.,EL MISMO,340.0,10.0,400.0,,3200.0," 5387,000",,,UL,Privado,,76,76248
792,TAP,TCD,TARAPACA,Tarapacá,Amazonas,Aeródromo,-2.8957,-69.7497,GOBERNACION,EL MISMO,1080.0,14.0,,,243.0," 3788,000",,,2A,Público,891.0,91,91798
793,TAR,,TARAIRA,Taraira,Vaupés,Aeródromo,-0.5679,-69.6381,MUNICIPIO,MUNICIPIO,820.0,20.0,12202.0,,512.0," 7354,000",,,1A,Público,2687.0,97,97666
794,TAU,,TAURAMENA,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,,,,2.0,85,85410
795,TBI,,TIBIRI,Puerto Gaitán,Meta,Aeródromo,3.95,-71.1333,CORREGIMIENTO,CORREGIMIENTO,650.0,20.0,2500.0,,740.0," 2989,000",,,1A,Público,1.0,50,50568
796,TBQ,TBD,TIMBIQUI,Timbiquí,Cauca,Aeródromo,2.7786,-77.668,MUNICIPIO,MUNICIPIO,1127.0,12.0,,,18.0," 9248,000",,,1B,Público,3315.0,19,19809
797,TBU,,TIBU,Tibú,Norte de Santander,Aeródromo,8.6309,-72.7307,ECOPETROL,ECOPETROL,1400.0,18.0,,,171.0,"  759,000",,2016-03-07,2A,Privado,3994.0,54,54810
798,TCA,,TAMACA,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20013
799,TCO,,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,1600.0,30.0,,,10.0,"  455,000",1969-05-19,,3C,Aerocivil,12101.0,52,52835
800,TDA,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,1148.0,10.0,12202.0,,560.0,"  644,000",1967-06-05,,2A,Aerocivil,4313.0,85,85430
801,TDI,,ELF TRINIDAD,Trinidad,Casanare,Aeródromo,5.5016,-71.7831,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,629.0," 7235,000",,2017-01-03,1A,Privado,3404.0,85,85430
802,TES,,TESALIA,Tesalia,Huila,Aeródromo,,,,,,,,,,,,,,,1.0,41,41797
803,TIB,,TIERRA BLANCA,Roldanillo,Valle del Cauca,Aeródromo,,,,,,,,,,,,,,,34.0,76,76622
804,TLO,,SAN DIEGO,Tello,Huila,Aeródromo,3.0804,-75.1875,ALICIA SOLANO Y CIA.,SANAR S.A.,620.0,10.0,3000.0,,1968.0,"  693,000",,,1A,Fumigación,5.0,41,41799
805,TLU,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,1350.0,16.0,12202.0,,15.0,"  455,000",1969-05-19,,2A,Aerocivil,1967.0,70,70823
806,TMA,,TARQUI,Tauramena,Casanare,Aeródromo,,,,,,,,,,,,,,,3.0,85,85410
807,TME,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.451,-71.7601,AEROCIVIL,AEROCIVIL,2000.0,30.0,33112.0,,1199.0,"  343,000",1968-05-03,,4C,Aerocivil,5850.0,81,81794
808,TNU,,PROVIDENCIA,Tauramena,Casanare,Aeródromo,4.9714,-72.5997,SOCIEDAD VALDERRAMA MOYA,SERFABA S.A.S.,710.0,10.0,2000.0,,793.0," 1207,000",,,1A,Fumigación,39.0,85,85410
809,TOC,,TOCARIA,Yopal,Casanare,Aeródromo,,,,,,,,,,,,,,,1.0,85,85001
